,kaf
1921-10-31,64776.543920000004
1921-11-30,64823.57078
1921-12-31,64858.52778
1922-01-31,64884.0523
1922-02-28,64907.944260000004
1922-03-31,64934.12434
1922-04-30,64960.22746
1922-05-31,64995.49216
1922-06-30,65033.1272
1922-07-31,65058.016260000004
1922-08-31,65073.29858
1922-09-30,65084.65095999999
1922-10-31,65091.04888
1922-11-30,65095.89274
1922-12-31,65100.66473999999
1923-01-31,65104.00626
1923-02-28,65107.33121999999
1923-03-31,65113.02429999999
1923-04-30,65118.60841999999
1923-05-31,65121.26711999999
1923-06-30,65114.98515999999
1923-07-31,65101.59821999999
1923-08-31,65084.42753999999
1923-09-30,65071.44991999999
1923-10-31,65063.52683999999
1923-11-30,65060.08469999999
1923-12-31,65059.06569999999
1924-01-31,65044.43321999999
1924-02-29,65029.19318
1924-03-31,65018.21618781488
1924-04-30,65017.06830781487
1924-05-31,65010.917007814875
1924-06-30,64995.03204781487
1924-07-31,64975.23710781487
1924-08-31,64955.88742781487
1924-09-30,64941.555807814875
1924-10-31,64933.15872781487
1924-11-30,64929.98358781487
1924-12-31,64929.383587814875
1925-01-31,64929.74510781487
1925-02-28,64929.842067814876
1925-03-31,64934.13114781489
1925-04-30,64937.10026781488
1925-05-31,64940.75096781489
1925-06-30,64933.71600781488
1925-07-31,64918.759067814884
1925-08-31,64901.10738781488
1925-09-30,64886.87876781488
1925-10-31,64877.25068781489
1925-11-30,64874.03954781489
1925-12-31,64872.98154781488
1926-01-31,64872.490067814884
1926-02-28,64871.965027814884
1926-03-31,64875.21310781488
1926-04-30,64884.493227814884
1926-05-31,64884.089927814886
1926-06-30,64872.504967814886
1926-07-31,64856.119027814886
1926-08-31,64838.134347814885
1926-09-30,64824.288727814885
1926-10-31,64815.882647814884
1926-11-30,64816.40350781488
1926-12-31,64816.12350781488
1927-01-31,64817.31302781488
1927-02-28,64818.20398781489
1927-03-31,64823.93806781488
1927-04-30,64827.13918781489
1927-05-31,64830.01388781489
1927-06-30,64825.217927814876
1927-07-31,64811.357987814874
1927-08-31,64794.91630781487
1927-09-30,64782.27668781488
1927-10-31,64774.90060781488
1927-11-30,64772.05046781487
1927-12-31,64771.11846781487
1928-01-31,64769.36241494673
1928-02-29,64768.22037494673
1928-03-31,64771.52145494673
1928-04-30,64769.635574946726
1928-05-31,64766.41627494673
1928-06-30,64739.91931494673
1928-07-31,64708.619374946735
1928-08-31,64677.33869494673
1928-09-30,64650.47807494673
1928-10-31,64628.50399494673
1928-11-30,64610.565854946726
1928-12-31,64595.74085494674
1929-01-31,64581.06537494674
1929-02-28,64565.08033494674
1929-03-31,64554.11541494674
1929-04-30,64541.516534946735
1929-05-31,64529.52123494674
1929-06-30,64506.46227494674
1929-07-31,64477.401334946735
1929-08-31,64447.45665494674
1929-09-30,64420.62303494674
1929-10-31,64398.12495494674
1929-11-30,64381.32881494674
1929-12-31,64366.30381494674
1930-01-31,64352.59533494674
1930-02-28,64336.40029494674
1930-03-31,64326.54437494674
1930-04-30,64316.493494946735
1930-05-31,64315.125235527106
1930-06-30,64306.891275527116
1930-07-31,64292.35433552713
1930-08-31,64276.775655527126
1930-09-30,64264.54603552713
1930-10-31,64256.74395552713
1930-11-30,64253.59281552713
1930-12-31,64252.69881552713
1931-01-31,64252.485335527126
1931-02-28,64250.97129552713
1931-03-31,64252.77637552712
1931-04-30,64252.50749552711
1931-05-31,64250.41319552712
1931-06-30,64237.13923552713
1931-07-31,64219.465295527116
1931-08-31,64201.320615527125
1931-09-30,64186.803995527116
1931-10-31,64177.767915527125
1931-11-30,64174.14977552713
1931-12-31,64176.73577552713
1932-01-31,64178.32929552712
1932-02-29,64179.95525552713
1932-03-31,64188.58033552713
1932-04-30,64193.77545552713
1932-05-31,64200.120155527125
1932-06-30,64203.895195527126
1932-07-31,64194.406255527116
1932-08-31,64181.49057552713
1932-09-30,64172.15795552713
1932-10-31,64166.28887552713
1932-11-30,64164.27473552713
1932-12-31,64163.675735527126
1933-01-31,64167.53425552713
1933-02-28,64166.93921552713
1933-03-31,64169.95729552713
1933-04-30,64172.06041552713
1933-05-31,64169.55811552713
1933-06-30,64165.67115552713
1933-07-31,64150.46421552713
1933-08-31,64136.68053552713
1933-09-30,64125.89091552713
1933-10-31,64118.132835527125
1933-11-30,64115.82469552713
1933-12-31,64116.063695527126
1934-01-31,64116.650215527116
1934-02-28,64114.473175527106
1934-03-31,64119.40125552711
1934-04-30,64121.29237552711
1934-05-31,64114.38007552711
1934-06-30,64101.70911552711
1934-07-31,64085.778175527106
1934-08-31,64067.77549552711
1934-09-30,64053.55487552711
1934-10-31,64044.92179552711
1934-11-30,64041.730655527106
1934-12-31,64041.78565552711
1935-01-31,64045.02417552711
1935-02-28,64047.2031355271
1935-03-31,64056.7132155271
1935-04-30,64067.45133552711
1935-05-31,64074.8770355271
1935-06-30,64075.6590755271
1935-07-31,64062.53513552711
1935-08-31,64049.82445552711
1935-09-30,64039.97683552711
1935-10-31,64033.87487552711
1935-11-30,64032.17673552711
1935-12-31,64031.26373552711
1936-01-31,64031.46725552711
1936-02-29,64033.82687552711
1936-03-31,64041.655955527116
1936-04-30,64049.259075527116
1936-05-31,64058.073775527126
1936-06-30,64054.637815527116
1936-07-31,64040.71687552711
1936-08-31,64027.439195527106
1936-09-30,64017.56057552711
1936-10-31,64011.70249552711
1936-11-30,64015.89335552712
1936-12-31,64021.08935552713
1937-01-31,64022.29487552713
1937-02-28,64035.14649552713
1937-03-31,64051.44457552713
1937-04-30,64069.815695527126
1937-05-31,64101.36139552713
1937-06-30,64129.89043552713
1937-07-31,64148.59649552713
1937-08-31,64163.437815527126
1937-09-30,64153.416544081396
1937-10-31,64146.6624640814
1937-11-30,64150.7113240814
1937-12-31,64157.511324081395
1938-01-31,64158.689844081404
1938-02-28,64167.284804081406
1938-03-31,64188.693884081404
1938-04-30,64212.273004081406
1938-05-31,64242.063704081396
1938-06-30,64275.410744081404
1938-07-31,64300.838804081395
1938-08-31,64312.63812408139
1938-09-30,64323.6005040814
1938-10-31,64327.1004240814
1938-11-30,64331.5062840814
1938-12-31,64332.956284081396
1939-01-31,64332.936804081386
1939-02-28,64333.131764081394
1939-03-31,64335.9438440814
1939-04-30,64338.3219640814
1939-05-31,64335.1056640814
1939-06-30,64321.6947040814
1939-07-31,64306.898764081394
1939-08-31,64290.244084081394
1939-09-30,64276.8954640814
1939-10-31,64268.7303840814
1939-11-30,64265.3862440814
1939-12-31,64263.247244081394
1940-01-31,64265.5077640814
1940-02-29,64271.8403840814
1940-03-31,64280.4714640814
1940-04-30,64286.5125840814
1940-05-31,64294.6122840814
1940-06-30,64291.5333240814
1940-07-31,64277.441384081394
1940-08-31,64261.49670408139
1940-09-30,64249.110084081396
1940-10-31,64241.059004081406
1940-11-30,64243.525864081406
1940-12-31,64247.891864081415
1941-01-31,64252.940384081405
1941-02-28,64264.194004081415
1941-03-31,64280.616084081405
1941-04-30,64303.231204081414
1941-05-31,64332.36990408142
1941-06-30,64362.60194408141
1941-07-31,64385.64400408142
1941-08-31,64396.11632408141
1941-09-30,64406.11070408142
1941-10-31,64411.27862408142
1941-11-30,64413.29648408142
1941-12-31,64418.002484081415
1942-01-31,64420.736344081415
1942-02-28,64420.876304081416
1942-03-31,64427.11638408142
1942-04-30,64442.756504081415
1942-05-31,64465.716204081415
1942-06-30,64492.331244081404
1942-07-31,64511.581304081396
1942-08-31,64522.0506240814
1942-09-30,64530.270004081394
1942-10-31,64534.294924081405
1942-11-30,64535.642784081414
1942-12-31,64535.310784081405
1943-01-31,64538.346644081415
1943-02-28,64537.47560408142
1943-03-31,64550.81168408142
1943-04-30,64566.68580408142
1943-05-31,64592.32750408142
1943-06-30,64586.30354408141
1943-07-31,64569.81760408141
1943-08-31,64551.79492408142
1943-09-30,64537.67830408142
1943-10-31,64528.65622408142
1943-11-30,64523.564084081416
1943-12-31,64519.316084081416
1944-01-31,64516.63860408142
1944-02-29,64515.012564081415
1944-03-31,64516.376644081414
1944-04-30,64514.541764081405
1944-05-31,64513.667464081394
1944-06-30,64506.0475040814
1944-07-31,64490.78156408139
1944-08-31,64474.238884081395
1944-09-30,64460.9322640814
1944-10-31,64451.851184081395
1944-11-30,64453.2200440814
1944-12-31,64451.316044081395
1945-01-31,64449.741564081385
1945-02-28,64451.64952408139
1945-03-31,64463.088604081386
1945-04-30,64477.865724081385
1945-05-31,64502.435424081385
1945-06-30,64526.929464081375
1945-07-31,64546.108524081385
1945-08-31,64558.21584408139
1945-09-30,64545.000224081385
1945-10-31,64536.715144081376
1945-11-30,64537.57300408138
1945-12-31,64537.848004081374
1946-01-31,64536.97486408138
1946-02-28,64531.926824081376
1946-03-31,64535.44890408138
1946-04-30,64535.12002408138
1946-05-31,64538.29972408138
1946-06-30,64529.569764081374
1946-07-31,64512.238824081374
1946-08-31,64494.32214408138
1946-09-30,64480.25052408138
1946-10-31,64470.99044408138
1946-11-30,64470.95530408138
1946-12-31,64471.977304081374
1947-01-31,64471.76282408138
1947-02-28,64467.664784081375
1947-03-31,64468.00186408138
1947-04-30,64465.49498408138
1947-05-31,64462.46568408138
1947-06-30,64448.662724081376
1947-07-31,64431.171784081365
1947-08-31,64412.796104081375
1947-09-30,64397.69348408138
1947-10-31,64387.506404081374
1947-11-30,64381.00826408137
1947-12-31,64376.236264081366
1948-01-31,64374.003784081375
1948-02-29,64369.202744081376
1948-03-31,64367.634824081375
1948-04-30,64367.94894408138
1948-05-31,64366.42064408138
1948-06-30,64358.169684081375
1948-07-31,64341.594744081376
1948-08-31,64324.131064081375
1948-09-30,64311.268444081375
1948-10-31,64302.11136408138
1948-11-30,64296.39622408138
1948-12-31,64291.386224081376
1949-01-31,64287.67174408137
1949-02-28,64283.66870408138
1949-03-31,64286.46278408138
1949-04-30,64285.24190408138
1949-05-31,64283.994604081374
1949-06-30,64274.60564408138
1949-07-31,64257.98470408138
1949-08-31,64239.84902408138
1949-09-30,64226.57240408138
1949-10-31,64217.61732408138
1949-11-30,64211.418184081376
1949-12-31,64207.06518408137
1950-01-31,64202.616704081374
1950-02-28,64195.93566408138
1950-03-31,64198.16874408138
1950-04-30,64200.46886408138
1950-05-31,64199.685564081374
1950-06-30,64193.31960408136
1950-07-31,64177.697664081374
1950-08-31,64160.997984081376
1950-09-30,64148.506364081375
1950-10-31,64138.93940408138
1950-11-30,64140.15026408138
1950-12-31,64142.00426408138
1951-01-31,64141.90112408138
1951-02-28,64139.947084081374
1951-03-31,64140.99416408138
1951-04-30,64140.437284081374
1951-05-31,64136.43098408138
1951-06-30,64127.19802408138
1951-07-31,64110.417084081375
1951-08-31,64092.89340408138
1951-09-30,64079.376784081374
1951-10-31,64070.349704081375
1951-11-30,64070.78556408138
1951-12-31,64071.69656408138
1952-01-31,64074.79908408138
1952-02-29,64080.06004408138
1952-03-31,64097.93012408138
1952-04-30,64123.13724408138
1952-05-31,64153.036944081374
1952-06-30,64184.00498408137
1952-07-31,64209.12404408138
1952-08-31,64223.03736408138
1952-09-30,64234.872744081375
1952-10-31,64239.37866408138
1952-11-30,64239.31352408138
1952-12-31,64240.062524081375
1953-01-31,64241.616384081375
1953-02-28,64242.555344081375
1953-03-31,64246.49642408138
1953-04-30,64244.075544081374
1953-05-31,64235.57824408138
1953-06-30,64226.98028408138
1953-07-31,64210.587344081374
1953-08-31,64192.87566408137
1953-09-30,64181.94404408138
1953-10-31,64173.67996408138
1953-11-30,64167.814824081375
1953-12-31,64164.416824081374
1954-01-31,64161.66434408136
1954-02-28,64157.47630408137
1954-03-31,64160.36338408136
1954-04-30,64157.751504081374
1954-05-31,64155.02320408136
1954-06-30,64146.08924408137
1954-07-31,64131.399304081366
1954-08-31,64114.922624081366
1954-09-30,64101.876004081365
1954-10-31,64092.756924081375
1954-11-30,64087.563784081365
1954-12-31,64084.209784081366
1955-01-31,64083.270304081365
1955-02-28,64081.675264081365
1955-03-31,64085.32134408137
1955-04-30,64080.62646408137
1955-05-31,64073.45216408137
1955-06-30,64066.167204081365
1955-07-31,64050.66526408137
1955-08-31,64034.37058408136
1955-09-30,64022.74196408137
1955-10-31,64014.05188408137
1955-11-30,64014.13874408137
1955-12-31,64019.55374408136
1956-01-31,64036.079264081374
1956-02-29,64049.480224081366
1956-03-31,64064.693304081375
1956-04-30,64082.928424081365
1956-05-31,64106.699124081366
1956-06-30,64134.987164081365
1956-07-31,64159.42422408137
1956-08-31,64176.19154408137
1956-09-30,64186.670924081365
1956-10-31,64192.317844081364
1956-11-30,64195.29670408137
1956-12-31,64195.72170408137
1957-01-31,64193.027224081365
1957-02-28,64190.790184081365
1957-03-31,64189.030264081375
1957-04-30,64182.667384081375
1957-05-31,64172.080084081375
1957-06-30,64165.20212408138
1957-07-31,64156.85018408138
1957-08-31,64139.76950408138
1957-09-30,64128.91288408138
1957-10-31,64119.458804081376
1957-11-30,64119.23266408138
1957-12-31,64117.311664081375
1958-01-31,64116.07218408138
1958-02-28,64117.13380408138
1958-03-31,64135.10964408138
1958-04-30,64167.10476408138
1958-05-31,64199.69146408138
1958-06-30,64231.44050408138
1958-07-31,64258.638564081375
1958-08-31,64278.424884081374
1958-09-30,64289.80826408137
1958-10-31,64294.94018408137
1958-11-30,64296.79504408138
1958-12-31,64296.56304408138
1959-01-31,64292.48756408138
1959-02-28,64292.15418408137
1959-03-31,64293.34026408138
1959-04-30,64287.24438408138
1959-05-31,64278.29108408138
1959-06-30,64267.82312408138
1959-07-31,64251.357184081375
1959-08-31,64235.18250408138
1959-09-30,64221.09688408138
1959-10-31,64213.111804081374
1959-11-30,64209.59866408138
1959-12-31,64206.63266408138
1960-01-31,64201.914184081375
1960-02-29,64197.679144081376
1960-03-31,64196.90922408138
1960-04-30,64191.650344081376
1960-05-31,64179.218044081375
1960-06-30,64168.87408408138
